provider_number,network,facility_name,five_star_date,five_star,five_star_data_availability_code,address_line_1,address_line_2,city,state,zip,county,phone_number,profit_or_nonprofit,chain_owned,chain_organization,late_shift,of_dialysis_stations,offers_incenter_hemodialysis,offers_peritoneal_dialysis,offers_home_hemodialysis_training,percentage_of_medicare_patients_with_hgb10_gdl,percentage_of_medicare_patients_with_hgb12_gdl,percentage_of_adult_patients_with_serum_phosphorus_less_tha_1,percentage_of_adult_patients_with_serum_phosphorus_between__2,percentage_of_adult_patients_with_serum_phosphorus_between__3,percentage_of_adult_patients_with_serum_phosphorus_between__4,percentage_of_adult_patients_with_serum_phosphorus_greater__5,mortality_rate_facility,hospitalization_rate_facility,standard_infection_ratio,percentage_of_adult_patients_with_long_term_catheter_in_use,standardized_first_kidney_transplant_waitlist_ratio
672833,14,"DAVITA SOUTHFIELD DIALYSIS",01/01/2016-12/31/2019,4,1,"11600 BROADWAY STREET",,PEARLAND,TX,77584,BRAZORIA,"(713) 436-0263",Profit,Yes,DAVITA,0,12,1,1,0,17,0,7,21,35,18,19,6.2,204.7,0.21,12,1.24
672834,14,"FRESENIUS KIDNEY CARE CONCHO VALLEY, LLC",01/01/2016-12/31/2019,4,1,"2018 PULLIAM STREET",,"SAN ANGELO",TX,76905,"TOM GREEN","(325) 481-0798",Profit,Yes,"FRESENIUS MEDICAL CARE",0,24,1,1,0,21,0,8,22,30,25,15,23.5,246.3,0.8,8,0.88
672761,14,"DAVITA FORT WORTH SAGINAW DIALYSIS",01/01/2016-12/31/2019,5,1,"900 NORTH BLUE MOUND ROAD","SUITE 192",SAGINAW,TX,76131,TARRANT,"(817) 232-1502",Profit,Yes,DAVITA,0,13,1,0,0,4,0,6,30,36,15,14,24.1,226.4,0.94,10,
672762,14,"FRESENIUS MEDICAL CARE WACO LAKESHORE",01/01/2016-12/31/2019,5,1,"2420 LAKESHORE DRIVE",,WACO,TX,76708,MCLENNAN,"(254) 756-2179",Profit,Yes,"FRESENIUS MEDICAL CARE",1,20,1,0,0,15,0,4,19,28,33,15,27,141.4,0.81,3,1.07
672763,14,"DIALYSPA VINTAGE PARK",01/01/2016-12/31/2019,3,1,"102 VINTAGE PARK BLVD","BLDG L SUITE A",HOUSTON,TX,77070,HARRIS,"(281) 653-5850",Profit,No,INDEPENDENT,0,18,1,1,1,9,0,7,24,40,16,13,14.6,167.3,,16,2.2
672764,14,"DAVITA GREEN OAK DIALYSIS",01/01/2016-12/31/2019,4,1,"1426 KINGWOOD DRIVE",,KINGWOOD,TX,77339,HARRIS,"(281) 312-1301",Profit,Yes,DAVITA,0,20,1,1,0,17,0,4,17,31,26,23,33.7,219,0.63,10,0.3
672765,14,"DIALYSPA THE WOODLANDS",01/01/2016-12/31/2019,3,1,"27172 I-45 NORTH",,"OAK RIDGE",TX,77385,MONTGOMERY,"(832) 442-2500",Profit,No,INDEPENDENT,0,18,1,1,1,8,0,3,19,42,17,18,17,205,0.71,11,
672697,14,"USRC WESTOVER HILLS DIALYSIS, LLC",01/01/2016-12/31/2019,4,1,"11212 STATE HWY 151 PLAZA II","SUITE 100","SAN ANTONIO",TX,78251,BEXAR,"(210) 521-5923",Profit,Yes,"US RENAL CARE, INC.",0,13,1,1,0,19,0,10,23,39,19,9,22,161.1,0.17,12,1.06
672698,14,"FRESENIUS MEDICAL CARE SUGARLAND, LLC",01/01/2016-12/31/2019,3,1,"1107 SOLDIERS FIELD DRIVE",,"SUGAR LAND",TX,77479,"FORT BEND","(281) 201-8855",Profit,Yes,"FRESENIUS MEDICAL CARE",0,32,1,0,0,17,0,5,25,39,20,11,26.6,201,0.53,19,0.49
672699,14,"HUMBLE DIALYSIS, LP",01/01/2016-12/31/2019,1,1,"19502 MCKAY DR.","SUITE 100",HUMBLE,TX,77338,HARRIS,"(281) 540-4313",Profit,No,INDEPENDENT,0,32,1,1,0,14,0,7,16,28,32,17,31.4,232,,22,1.3
672791,14,"DESOTO REGIONAL DIALYSIS CENTER LLC",01/01/2016-12/31/2019,4,1,"2651 BOLTON BOONE DRIVE","BUILDING B",DESOTO,TX,75115,DALLAS,"(972) 780-5991",Profit,Yes,"AMERICAN RENAL ASSOCIATES",1,25,1,1,1,55,0,4,22,33,24,16,14.9,148,0.51,8,0.59
672792,14,"WOODLANDS HOME THERAPIES",01/01/2016-12/31/2019,,260,"1644 RESEARCH FOREST DRIVE","SUITE 150",SHENANDOAH,TX,77381,MONTGOMERY,"(281) 367-0046",Profit,Yes,"FRESENIUS MEDICAL CARE",0,0,1,1,1,,,6,22,33,27,13,48.6,330.7,,,
682509,7,"RENAL CARE PARTNERS OF WEST PALM BEACH",01/01/2016-12/31/2019,1,1,"300 EXECUTIVE CENTER DRIVE #101",,"WEST PALM BEACH",FL,33401,"PALM BEACH","(561) 932-1981",Profit,Yes,"RENAL CARE PARTNERS",0,13,1,1,1,23,0,22,35,31,10,2,21.4,216.2,0.32,26,
682510,7,"MIAMI REGIONAL DIALYSIS CENTER WEST LLC",01/01/2016-12/31/2019,5,1,"900 PARK CENTRE BLVD #400-C",,"MIAMI GARDENS",FL,33169,MIAMI-DADE,"(305) 625-7125",Profit,Yes,"AMERICAN RENAL ASSOCIATES",0,16,1,0,0,18,0,2,38,43,9,8,27.9,263.7,0.85,10,0.4
682600,7,"WEST ORANGE WINTER GARDEN DIALYSIS CENTER LLC",01/01/2016-12/31/2019,1,1,"1210 E PLANT ST","SUITE 130","WINTER GARDEN",FL,34787,ORANGE,"(407) 297-8408",Profit,No,INDEPENDENT,0,16,1,1,1,17,0,8,25,32,20,15,18.6,317.9,0.86,26,0.55
682608,7,"NULIFE DIALYSIS INC.",01/01/2016-12/31/2019,2,1,"4805 NW 183RD STREET",,"OPA LOCKA",FL,33055,MIAMI-DADE,"(305) 952-4925",Profit,No,INDEPENDENT,0,13,1,0,1,,,7,30,36,23,4,14,239.4,,27,
682609,7,"FMC-TROUT RIVER DIALYSIS",01/01/2016-12/31/2019,3,1,"3107 EDGEWOOD AVE W",,JACKSONVILLE,FL,32209,DUVAL,"(904) 765-5033",Profit,Yes,"FRESENIUS MEDICAL CARE",0,17,1,1,0,39,0,10,26,31,25,8,22.4,285.1,0.7,15,0.24
682610,7,"DAVITA PALM COAST HT AT HOME",01/01/2016-12/31/2019,,260,"80 PINNACLES DR","STE 1000","PALM COAST",FL,32164,ORANGE,"(386) 586-7399",Profit,Yes,DAVITA,0,1,0,1,1,13,0,3,19,24,29,25,36.5,219.7,,,
672836,14,"FKC - EL PASO WEST",01/01/2016-12/31/2019,3,1,"1430 NORTHWESTERN DRIVE",,"EL PASO",TX,79912,"EL PASO","(915) 584-5400",Profit,Yes,"FRESENIUS MEDICAL CARE",1,13,1,1,1,,,9,25,31,21,14,,257.4,0.72,11,
672837,14,"AR - GRAPEVINE KIDNEY CENTER, LLC",01/01/2016-12/31/2019,4,1,"1270 WILLIAM D. TATE AVE","SUITE 300",GRAPEVINE,TX,76051,TARRANT,"(817) 421-6326",Profit,Yes,"AMERICAN RENAL ASSOCIATES",0,21,1,1,1,44,0,6,26,38,22,8,11.2,167,0,10,
672838,14,"BIO-MEDICAL APPLICATIONS OF TEXAS, INC.",01/01/2016-12/31/2019,3,1,"10150 LEGACY DRIVE",,FRISCO,TX,75033,DENTON,"(469) 365-0766",Profit,Yes,"FRESENIUS MEDICAL CARE",1,13,1,1,1,11,0,6,34,32,18,9,20.5,181.1,0,8,
682531,7,"DAVITA GAINESVILLE HOME DIALYSIS",01/01/2016-12/31/2019,,260,"4960 W NEWBERRY RD #280",,GAINESVILLE,FL,32607,ALACHUA,"(352) 378-4960",Profit,Yes,DAVITA,0,3,0,1,1,,,4,13,16,32,35,42.8,262,,,
682532,7,"DAVITA PALATKA DIALYSIS",01/01/2016-12/31/2019,3,1,"326 ZEAGLER DR",,PALATKA,FL,32177,PUTNAM,"(386) 329-9458",Profit,Yes,DAVITA,0,16,1,1,1,23,0,8,24,27,22,19,29.4,218.8,2.48,17,1.47
672766,14,"FRESENIUS MEDICAL CARE HARKER HEIGHTS",01/01/2016-12/31/2019,4,1,"625 W CENTRAL TEXAS EXPRESSWAY",,"HARKER HEIGHTS",TX,76548,BELL,"(254) 690-0613",Profit,Yes,"FRESENIUS MEDICAL CARE",0,20,1,1,1,24,0,4,21,34,24,17,17.1,181.3,0.43,12,1.55
672857,14,"DAVITA INWOOD DIALYSIS",01/01/2016-12/31/2019,3,1,"6626 ANTOINE DR",,HOUSTON,TX,77091,HARRIS,"(713) 681-0481",Profit,Yes,DAVITA,0,16,1,1,0,31,0,6,19,28,25,22,,197.7,0,10,
672858,14,"GREATER IRVING I REGIONAL DIALYSIS CENTER, LLC",01/01/2016-12/31/2019,4,1,"1950 NE GREEN OAKS BLVD","SUITE 190",ARLINGTON,TX,76006,TARRANT,"(817) 460-0510",Profit,Yes,"AMERICAN RENAL ASSOCIATES",0,24,1,0,0,,,4,24,43,19,10,,215.7,1.82,15,
672859,14,"SPACE CITY DIALYSIS PASADENA - DSI, LLC",01/01/2016-12/31/2019,2,1,"3402 BURKE ROAD","SUITE 100",PASADENA,TX,77504,HARRIS,"(713) 425-0428",Profit,Yes,"US RENAL CARE, INC.",0,13,1,1,0,,,12,21,31,21,15,,309.2,0,42,
672860,14,"PREMIER DIALYSIS-DSI, LLC",01/01/2016-12/31/2019,1,1,"8181 N STADIUM DRIVE","SUITE 100",HOUSTON,TX,77054,HARRIS,"(713) 425-1969",Profit,Yes,"US RENAL CARE, INC.",0,15,1,1,0,14,0,6,26,34,22,12,27.9,251,0,46,
672861,14,"DAVITA CEDAR HILL DIALYSIS",01/01/2016-12/31/2019,4,1,"439 E FM 1382",,"CEDAR HILL",TX,75104,DALLAS,"(972) 291-5817",Profit,Yes,"UNKNOWN AT THIS TIME",0,21,1,0,0,44,0,13,18,22,21,25,,130.8,0,6,
672793,14,"REGIONAL DIALYSIS CENTER OF MESQUITE LLC",01/01/2016-12/31/2019,4,1,"1650 REPUBLIC PARKWAY","SUITE 100",MESQUITE,TX,75150,DALLAS,"(972) 613-4715",Profit,Yes,"AMERICAN RENAL ASSOCIATES",1,33,1,1,1,36,0,2,23,39,20,15,17.5,160.4,0.54,9,1.47
672794,14,"CARROLTON REGIONAL DIALYSIS CENTER",01/01/2016-12/31/2019,5,1,"1128 NORTH I-35 EAST",,CARROLLTON,TX,75006,DALLAS,"(972) 242-7648",Profit,Yes,"AMERICAN RENAL ASSOCIATES",0,27,1,1,1,31,0,3,23,36,25,14,9.2,116.8,0.69,12,0.83
672795,14,"LIBERTY DIALYSIS OF SOUTH LEWISVILLE",01/01/2016-12/31/2019,3,1,"101 E SOUTHWEST PKWY",,LEWISVILLE,TX,75067,DENTON,"(469) 549-7424",Profit,Yes,"FRESENIUS MEDICAL CARE",0,17,1,1,0,21,0,9,22,32,26,11,19.3,176.4,0,8,
672796,14,"DAVITA CORYELL DIALYSIS",01/01/2016-12/31/2019,3,1,"224 MEMORIAL DRIVE",,GATESVILLE,TX,76528,CORYELL,"(254) 404-2090",Profit,Yes,DAVITA,0,14,1,0,0,18,6,7,22,29,15,28,24.6,158.5,0.75,9,
672887,14,"EL PASO HEALTH, LLC",01/01/2016-12/31/2019,3,1,"2400 N OREGON ST STE C",,"EL PASO",TX,79902,,"(915) 533-8575",Profit,Yes,"AMERICAN RENAL ASSOCIATES",0,17,1,1,0,43,0,9,30,28,22,11,29.8,242.7,0.45,5,
682611,7,"APOLLO RENAL CENTER MIAMI LLC",01/01/2016-12/31/2019,1,1,"955 NW 3RD ST",,MIAMI,FL,33128,MIAMI-DADE,"(305) 545-3070",Profit,No,INDEPENDENT,0,16,1,0,0,71,0,12,22,25,26,15,21,302.4,0.24,38,0.38
682612,7,"DAVITA LAKE SEMINOLE DIALYSIS",01/01/2016-12/31/2019,4,1,"10799 PARK BLVD NORTH",,SEMINOLE,FL,33772,PINELLAS,"(727) 319-0180",Profit,Yes,DAVITA,0,20,1,0,0,20,0,6,24,36,18,15,27.6,190.5,0.43,15,
672719,14,"DAVITA SAN ANGELO DIALYSIS",01/01/2016-12/31/2019,4,1,"3518 KNICKERBOCKER RD",,"SAN ANGELO",TX,76904,"TOM GREEN","(325) 949-6035",Profit,Yes,DAVITA,0,12,1,1,0,19,0,8,22,33,19,18,21.2,235,0.95,7,
672720,14,"DAVITA HIGHLAND VILLAGE DIALYSIS",01/01/2016-12/31/2019,4,1,"2700 VILLAGE PKWY",,"HIGHLAND VILLAGE",TX,75077,DENTON,"(972) 317-5609",Profit,Yes,DAVITA,0,13,1,1,0,21,0,3,20,37,19,20,21.2,225,0,3,0.33
672721,14,"DAVITA JENSEN DIALYSIS",01/01/2016-12/31/2019,3,1,"9716 JENSEN DRIVE",,HOUSTON,TX,77093,HARRIS,"(713) 692-4600",Profit,Yes,DAVITA,0,22,1,1,0,11,0,7,22,33,17,22,23.3,238.2,0,13,0.57
682533,7,"FMC - BREVARD HOME THERAPIES",01/01/2016-12/31/2019,,260,"2200 W EAU GALLIE BLVD #202A",,MELBOURNE,FL,32935,BREVARD,"(321) 259-1181",Profit,Yes,"FRESENIUS MEDICAL CARE",0,4,0,1,1,,,4,26,25,29,16,32.1,282.5,,,0.88
682534,7,"DAVITA HOME OPTIONS OF PENSACOLA (PD)",01/01/2016-12/31/2019,,260,"812 CREIGHTON RD",,PENSACOLA,FL,32504,ESCAMBIA,"(850) 969-9082",Profit,Yes,DAVITA,0,0,0,1,1,19,0,7,24,34,21,14,32,320.2,,,
682535,7,"DAVITA LAUDERHILL DIALYSIS",01/01/2016-12/31/2019,4,1,"2916 N STATE ROAD 7",,"LAUDERDALE LAKES",FL,33313,BROWARD,"(954) 731-6044",Profit,Yes,DAVITA,0,22,1,0,0,7,0,5,22,41,18,14,23.5,177,0.48,10,0.34
682536,7,"PROFESSIONAL DIALYSIS CENTER",01/01/2016-12/31/2019,1,1,"10021 PINES BLVD #201",,"PEMBROKE PINES",FL,33024,BROWARD,"(954) 417-1070",Profit,No,INDEPENDENT,0,32,1,1,0,10,5,6,24,42,16,12,16.9,186.8,,20,1.34
672641,14,"DAVITA BAYTOWN DIALYSIS",01/01/2016-12/31/2019,3,1,"4665 GARTH RD, SUITE 900",,BAYTOWN,TX,77521,HARRIS,"(281) 422-0796",Profit,Yes,DAVITA,0,12,1,1,0,28,0,6,23,39,15,18,30.2,254.9,0.85,20,
672643,14,"AQUA DIALYSIS FORT BEND LLC",01/01/2016-12/31/2019,2,1,"12220 MURPHY RD STE R",,STAFFORD,TX,77477,"FORT BEND","(281) 568-9911",Profit,No,INDEPENDENT,0,16,1,0,0,33,0,7,18,33,28,15,22.7,142.6,,10,
672862,14,"DAVITA CITY CENTER DIALYSIS",01/01/2016-12/31/2019,,260,"10405 KATY FWY","SUITE 140",HOUSTON,TX,77024,HARRIS,"(713) 647-0641",Profit,Yes,DAVITA,0,24,1,0,0,,,4,26,30,17,22,,,0,28,
682555,7,"HOLLYWOOD DIALYSIS",01/01/2016-12/31/2019,4,1,"4000 HOLLYWOOD BLVD #175-S",,HOLLYWOOD,FL,33021,BROWARD,"(954) 962-3100",Profit,Yes,"AMERICAN RENAL ASSOCIATES",0,20,1,1,0,37,0,3,28,44,14,12,26.6,190.9,0.44,15,1.21
682556,7,"DAVITA GOLDEN GLADES DIALYSIS",01/01/2016-12/31/2019,4,1,"15600 NW 15TH AVE #D",,MIAMI,FL,33169,MIAMI-DADE,"(305) 621-1328",Profit,Yes,DAVITA,1,20,1,1,0,11,0,8,25,36,19,12,24.8,221.3,1.2,16,0.49
682557,7,"FMC - SOUTH FLORIDA HOME THERAPIES",01/01/2016-12/31/2019,2,1,"3508 N UNIVERSITY DRIVE #300A",,SUNRISE,FL,33351,BROWARD,"(954) 748-2251",Profit,Yes,"FRESENIUS MEDICAL CARE",0,0,0,1,1,67,0,8,30,31,21,10,20.6,295.7,,20,2.23
682558,7,"FMC - WAUCHULA",01/01/2016-12/31/2019,3,1,"457 CARLTON ST",,WAUCHULA,FL,33873,HARDEE,"(863) 767-0016",Profit,Yes,"FRESENIUS MEDICAL CARE",0,17,1,1,1,18,0,9,29,37,18,7,21.8,246.1,1.24,16,
672888,14,"FMC SPRING KLEIN DIALYSIS CENTER, LLC",01/01/2016-12/31/2019,3,1,"5230 FM 2920 RD.",,SPRING,TX,77388,HARRIS,"(281) 350-1756",Profit,Yes,"FRESENIUS MEDICAL CARE",0,13,1,1,0,29,0,6,21,28,29,16,17.3,222.6,0.29,19,
672889,14,"DAVITA PFLUGERVILLE DIALYSIS",01/01/2016-12/31/2019,4,1,"2606 W. PECAN ST","BLDG 3, STE 300",PFLUGERVILLE,TX,78660,,"(512) 990-7785",Profit,Yes,DAVITA,0,12,1,0,0,8,0,9,20,36,17,17,,162.8,1.56,7,
672890,14,"FMC SAN ANTONIO, LLC",01/01/2016-12/31/2019,,260,"1313 VETERANS AVE","SUITE E","CRYSTAL CITY",TX,78839,ZAVALA,"(830) 374-9022",Profit,Yes,"FRESENIUS MEDICAL CARE",0,1,0,1,1,,,1,7,22,38,33,,158,,,
672891,14,"BIO-MEDICAL APPLICATION OF TEXAS, INC.",01/01/2016-12/31/2019,3,1,"26865 INTERSTATE 45 STE 100",,SPRING,TX,77380,,"(281) 363-5031",Profit,Yes,"FRESENIUS MEDICAL CARE",0,13,1,0,0,,,24,36,22,13,4,,,,18,
672892,14,"BIO-MEDICAL APPLICATIONS OF TEXAS INC",01/01/2016-12/31/2019,4,1,"6011 BROADWAY ST",,GALVESTON,TX,77551,,"(409) 744-2068",Profit,Yes,"FRESENIUS MEDICAL CARE",0,13,1,0,0,25,0,14,24,25,24,12,,194,0,12,
672722,14,"FRESENIUS MEDICAL CARE ABILENE LONE STAR",01/01/2016-12/31/2019,4,1,"349 SOUTH DANVILLE DRIVE",,ABILENE,TX,79605,TAYLOR,"(325) 691-0772",Profit,Yes,"FRESENIUS MEDICAL CARE",0,19,1,1,1,22,0,6,24,29,26,14,19.7,146.3,0.8,11,0.78
672723,14,"DAVITA CENTRAL FORT WORTH DIALYSIS",01/01/2016-12/31/2019,2,1,"1000 ST. LOUIS AVE STE 101",,"FORT WORTH",TX,76104,TARRANT,"(817) 810-0379",Profit,Yes,DAVITA,0,24,1,1,1,29,0,7,21,27,22,23,24.8,286.7,0.19,19,0.44
672724,14,"FRESENIUS MEDICAL CARE CHISHOLM TRAIL",01/01/2016-12/31/2019,4,1,"1900 SCENIC DRIVE","BUILDING 1",GEORGETOWN,TX,78626,WILLIAMSON,"(512) 819-9104",Profit,Yes,"FRESENIUS MEDICAL CARE",0,13,1,1,0,39,0,6,20,29,25,19,25.5,187.1,0,5,
672815,14,"KIDNEY CARE CENTER OF HOUSTON",01/01/2016-12/31/2019,,260,"4803 BISSONNET STREET",,BELLAIRE,TX,77401,HARRIS,"(832) 834-4080",Profit,No,INDEPENDENT,0,3,0,1,1,,,,,,,,,,,,
672816,14,"DAVITA PLANO ON CUSTER DIALYSIS",01/01/2016-12/31/2019,4,1,"1301 CUSTER ROAD, SUITE 524",,PLANO,TX,75075,COLLIN,"(972) 578-7047",Profit,Yes,DAVITA,0,17,1,0,0,7,0,6,19,33,20,22,20.4,137.9,0,4,
672817,14,"DAVITA MONTANA VISTA DIALYSIS",01/01/2016-12/31/2019,4,1,"2204 JOE BATTLE BLVD ""A""",,"EL PASO",TX,79938,"EL PASO","(915) 849-8374",Profit,Yes,DAVITA,0,24,1,0,0,31,0,11,29,33,16,12,15.2,217,0.2,14,0.72
672644,14,"BIO-MEDICAL APPLICATIONS OF TEXAS, INC.",01/01/2016-12/31/2019,3,1,"8700 S GESSNER","SUITE 300",HOUSTON,TX,77074,HARRIS,"(713) 988-1137",Profit,Yes,"FRESENIUS MEDICAL CARE",0,25,1,0,0,30,0,17,28,26,22,8,16.8,189.4,0.62,14,
672645,14,"DAVITA EL CAMPO DIALYSIS",01/01/2016-12/31/2019,4,1,"307 SANDY CORNER ROAD",,"EL CAMPO",TX,77437,WHARTON,"(979) 543-8200",Profit,Yes,DAVITA,0,18,1,0,0,18,0,8,22,34,18,18,23.6,190.5,0.99,13,
672646,14,"DAVITA MISSION VALLEY DIALYSIS",01/01/2016-12/31/2019,4,1,"1203 ST CLARE BLVD, SUITE 9B",,MISSION,TX,78572,HIDALGO,"(956) 583-3760",Profit,Yes,DAVITA,1,13,1,1,1,19,0,9,21,34,19,17,20,244.4,0.36,13,0.92
672647,14,"DAVITA RENAL CENTER OF WATERTON",01/01/2016-12/31/2019,4,1,"2895 SHILOH ROAD",,TYLER,TX,75703,SMITH,"(903) 561-0292",Profit,Yes,"RENAL VENTURES MANAGEMENT",0,20,1,0,0,39,0,7,22,31,20,20,27.2,155.7,1.05,11,0.4
672743,14,"US RENAL CARE TARRANT DIALYSIS KELLER",01/01/2016-12/31/2019,3,1,"4420 HERITAGE TRACE PKWY","STE 312","FORT WORTH",TX,76244,TARRANT,"(817) 993-6516",Profit,Yes,"US RENAL CARE, INC.",0,12,1,0,0,18,0,8,23,32,22,15,19.6,229.9,0.75,17,0.95
682560,7,"DAVITA BEACH BOULEVARD DIALYSIS",01/01/2016-12/31/2019,3,1,"14444 BEACH BLVD #B",,JACKSONVILLE,FL,32250,DUVAL,"(904) 992-9254",Profit,Yes,DAVITA,0,16,1,1,0,19,0,3,19,30,29,19,22.1,193.1,0.47,23,
682561,7,"DAVITA ST AUGUSTINE HT AT HOME",01/01/2016-12/31/2019,,260,"252 SOUTHPARK CIR E",,"SAINT AUGUSTINE",FL,32086,"SAINT JOHNS","(904) 823-1594",Profit,Yes,DAVITA,0,0,0,1,1,,,,,,,,40.7,,,,
672668,14,"LIBERTY DIALYSIS - WAXAHACHIE",01/01/2016-12/31/2019,3,1,"1011 NORTH HIGHWAY 77","SUITE 102",WAXAHACHIE,TX,75165,ELLIS,"(972) 351-8575",Profit,Yes,"US RENAL CARE, INC.",0,13,1,1,0,23,0,10,20,33,23,15,22.9,167.4,0.68,11,1.11
672669,14,"DAVITA CYPRESS WOODS NORTHWEST DIALYSIS",01/01/2016-12/31/2019,4,1,"20320 NORTHWEST FREEWAY","SUITE 100",HOUSTON,TX,77065,HARRIS,"(281) 890-2540",Profit,Yes,DAVITA,0,13,1,0,0,7,0,8,24,32,17,18,21.3,194.9,0,12,0.7
672670,14,"DAVITA SAGEMEADOW DIALYSIS",01/01/2016-12/31/2019,5,1,"10923 SCARSDALE BLVD",,HOUSTON,TX,77089,HARRIS,"(281) 922-6136",Profit,Yes,DAVITA,0,12,1,0,0,17,0,15,31,32,13,11,28.5,191.7,0.9,5,0.62
672671,14,"DAVITA MCKINNEY DIALYSIS",01/01/2016-12/31/2019,3,1,"4717 MEDICAL CENTER DRIVE",,MCKINNEY,TX,75069,COLLIN,"(972) 542-0495",Profit,Yes,DAVITA,0,18,1,1,0,9,0,7,25,35,21,12,21.9,201.6,0,11,0.56
682582,7,"DAVITA LYNN HAVEN DIALYSIS",01/01/2016-12/31/2019,3,1,"404 E 24TH STREET",,"LYNN HAVEN",FL,32444,,"(850) 271-2937",Profit,Yes,DAVITA,0,12,1,1,1,26,0,3,20,29,22,25,25.7,153.5,2.3,9,0.22
682583,7,"FLORIDA DIALYSIS CENTER OF HAINES CITY LLC",01/01/2016-12/31/2019,3,1,"2340 NORTH BOULEVARD WEST",,DAVENPORT,FL,33837,POLK,"(863) 353-6886",Profit,Yes,"AMERICAN RENAL ASSOCIATES",0,20,1,1,0,63,0,6,25,35,21,14,22.3,242.1,0.46,11,0.71
682584,7,"MARTIN LUTHER KING RENAL INSTITUTE, LLC",01/01/2016-12/31/2019,1,1,"6112 NW 7TH AVE",,MIAMI,FL,33127,MIAMI-DADE,"(305) 758-9621",Profit,No,INDEPENDENT,1,15,1,0,0,100,0,11,24,26,26,13,35.1,381.3,0.78,25,0
682585,7,"FMC-LAKE CITY WEST",01/01/2016-12/31/2019,3,1,"179 SW PROSPERITY PLACE",,"LAKE CITY",FL,32024,COLUMBIA,"(386) 719-0217",Profit,Yes,"FRESENIUS MEDICAL CARE",0,26,1,0,0,9,0,6,29,33,24,7,22.3,220.1,0.68,9,0.29
682586,7,"DAVITA JUPITER DIALYSIS",01/01/2016-12/31/2019,3,1,"630 MAPLEWOOD DR","STE 200",JUPITER,FL,33458,CLARKE,"(561) 748-1750",Profit,Yes,DAVITA,0,16,1,0,0,11,0,7,30,35,15,13,22,90.9,0,29,
682587,7,"DSI NORTH TAMPA DIALYSIS",01/01/2016-12/31/2019,2,1,"3421 NORTH LAKEVIEW DRIVE",,TAMPA,FL,33618,HILLSBOROUGH,"(813) 261-1864",Profit,Yes,"DIVERSIFIED SPECIALTY INSTITUTES (DSI)",0,17,1,1,0,19,5,11,28,32,22,9,18.4,202.6,0,27,1.45
672818,14,"BIIO-MEDICAL APPLICATIONS OF TEXAS, INC.",01/01/2016-12/31/2019,5,1,"1721 S COLORADO ST",,LOCKHART,TX,78644,CALDWELL,"(512) 398-6357",Profit,Yes,"FRESENIUS MEDICAL CARE",0,15,1,1,1,8,0,5,24,27,31,14,24.7,73,0.46,6,
672819,14,"DAVITA LOCKHART DIALYSIS",01/01/2016-12/31/2019,5,1,"1806 SOUTH COLORADO STREET",,LOCKHART,TX,78644,CALDWELL,"(512) 398-6419",Profit,Yes,DAVITA,0,13,1,1,0,16,0,4,19,29,21,27,17,202.5,1.68,13,
672820,14,"BIO-MEDICAL APPLICATIONS OF TEXAS, INC.",01/01/2016-12/31/2019,4,1,"5895 KYLE PARKWAY",,KYLE,TX,78640,HAYS,"(512) 268-2428",Profit,Yes,"FRESENIUS MEDICAL CARE",0,17,1,1,1,15,0,6,21,29,28,16,15.7,159.4,1.13,11,
682511,7,"LAKES DIALYSIS CENTER",01/01/2016-12/31/2019,2,1,"7980 NW 155 ST 2ND FLOOR",,"MIAMI LAKES",FL,33016,MIAMI-DADE,"(305) 817-8508",Profit,No,INDEPENDENT,0,22,1,1,1,33,0,9,25,33,25,7,41.5,318.4,0.73,24,
682512,7,"DAVITA RENOVATION OF LIFE DIALYSIS",01/01/2016-12/31/2019,4,1,"14505 COMMERCE WAY #600",,"MIAMI LAKES",FL,33016,MIAMI-DADE,"(305) 362-8399",Profit,Yes,DAVITA,0,16,1,0,0,27,0,4,24,46,15,12,19.1,187.4,0.5,7,
672744,14,"LIBERTY DIALYSIS HUNTSVILLE",01/01/2016-12/31/2019,3,1,"540 I-45 SOUTH","SUITE A",HUNTSVILLE,TX,77340,WALKER,"(936) 295-3180",Profit,Yes,"FRESENIUS MEDICAL CARE",0,17,1,1,0,23,0,6,25,26,29,14,33.2,261.8,1.2,14,0.73
672745,14,"DAVITA COLLEGE PARK DIALYSIS",01/01/2016-12/31/2019,3,1,"17191 ST LUKES WAY","SUITE 100","THE WOODLANDS",TX,77384,MONTGOMERY,"(936) 273-3350",Profit,Yes,DAVITA,0,24,1,1,0,19,0,6,17,28,24,25,18.2,253.8,0.65,12,1.28
672746,14,"COMPLETE DIALYSIS CARE, LLC",01/01/2016-12/31/2019,3,1,"607 E 7TH STREET",,ODESSA,TX,79761,ECTOR,"(432) 332-1632",Profit,Yes,"AMERICAN RENAL ASSOCIATES",1,16,1,1,0,39,0,4,30,38,18,9,24.7,209.1,0.59,7,1.31
672747,14,"EASTCHASE DIALYSIS CENTER",01/01/2016-12/31/2019,3,1,"1451 EASTCHASE PARKWAY",,"FORT WORTH",TX,76120,TARRANT,"(817) 459-0372",Profit,Yes,"AMERICAN RENAL ASSOCIATES",0,21,1,1,0,35,0,8,21,29,30,13,20.8,221.5,0,15,
